year,word,frequency
1931,butterflyfish,0.00137
1931,cornetfish,9.3e-05
1931,damselfish,0.010505
1931,filefish,0.004631
1931,frogfish,0.001889
1931,goatfish,0.005044
1931,hawkfish,0.000116
1931,lionfish,0.000265
1931,lizardfish,0.002298
1931,needlefish,0.006451
1931,parrotfish,0.009439
1931,pipefish,0.02079
1931,porcupinefish,0.000426
1931,rabbitfish,0.000146
1931,scorpionfish,0.000464
1931,sharksucker,0.002474
1931,soldierfish,0.000256
1931,squirrelfish,0.002125
1931,surgeonfish,0.00056
1931,triggerfish,0.005464
1931,trumpetfish,0.001322
1931,unicornfish,7.6e-05
1931,wrasse,0.021512
1932,angelfish,0.010708
1932,bannerfish,3.3e-05
1932,blenny,0.046936
1932,butterflyfish,0.0017
1932,cornetfish,9e-05
1932,damselfish,0.007414
1932,filefish,0.004034
1932,frogfish,0.002074
1932,goatfish,0.004742
1932,hawkfish,0.000128
1932,lionfish,0.000262
1932,lizardfish,0.003142
1932,needlefish,0.005918
1932,parrotfish,0.009539
1932,pipefish,0.022171
1932,porcupinefish,0.000457
1932,rabbitfish,0.000159
1932,scorpionfish,0.000586
1932,sharksucker,0.003454
1932,soldierfish,0.000207
1932,squirrelfish,0.002718
1932,surgeonfish,0.000565
1932,triggerfish,0.005697
1932,trumpetfish,0.001493
1932,unicornfish,8.8e-05
1932,wrasse,0.021991
1933,angelfish,0.010632
1933,bannerfish,5.2e-05
1933,blenny,0.049335
1933,butterflyfish,0.002024
1933,cornetfish,0.000101
1933,damselfish,0.004304
1933,filefish,0.003642
1933,frogfish,0.002107
1933,goatfish,0.004987
1933,hawkfish,0.000124
1933,lionfish,0.000307
1933,lizardfish,0.003459
1933,needlefish,0.005541
1933,parrotfish,0.009467
1933,pipefish,0.023646
1933,porcupinefish,0.000466
1933,rabbitfish,0.000195
1933,scorpionfish,0.000692
1933,sharksucker,0.004079
1933,soldierfish,0.000153
1933,squirrelfish,0.003179
1933,surgeonfish,0.000629
1933,triggerfish,0.005721
1933,trumpetfish,0.001611
1933,unicornfish,9.1e-05
1933,wrasse,0.02262
1934,angelfish,0.010291
1934,bannerfish,6.6e-05
1934,blenny,0.050531
1934,butterflyfish,0.002196
1934,cornetfish,0.000129
1934,damselfish,0.002275
1934,filefish,0.003361
1934,frogfish,0.001922
1934,goatfish,0.00593
1934,hawkfish,0.000112
1934,lionfish,0.000378
1934,lizardfish,0.003024
1934,needlefish,0.005307
1934,parrotfish,0.009018
1934,pipefish,0.02421
1934,porcupinefish,0.000441
1934,rabbitfish,0.000252
1934,scorpionfish,0.000762
1934,sharksucker,0.004034
1934,soldierfish,0.000113
1934,squirrelfish,0.00343
1934,surgeonfish,0.000703
1934,triggerfish,0.005419
1934,trumpetfish,0.001564
1934,unicornfish,8.2e-05
1934,wrasse,0.023014
1935,angelfish,0.010219
1935,bannerfish,6.5e-05
1935,blenny,0.04998
1935,butterflyfish,0.002198
1935,cornetfish,0.000178
1935,damselfish,0.001333
1935,filefish,0.003278
1935,frogfish,0.0016
1935,goatfish,0.007434
1935,hawkfish,0.000114
1935,lionfish,0.000423
1935,lizardfish,0.002124
1935,needlefish,0.005225
1935,parrotfish,0.008171
1935,pipefish,0.023627
1935,porcupinefish,0.000412
1935,rabbitfish,0.000311
1935,scorpionfish,0.000795
1935,sharksucker,0.003363
1935,soldierfish,0.000103
1935,squirrelfish,0.003464
1935,surgeonfish,0.000742
1935,triggerfish,0.004951
